"Date","Season","TimeOfDay","sex","race","age","AgeGrp","ethnicity","Frisk_Searched"
"12/5/19","Winter","Nighttime","Male","Black",34,"Adult","Not of Hispanic Origin","No"
"12/5/19","Winter","Nighttime","Male","Black",36,"Adult","Not of Hispanic Origin","Yes"
"12/5/19","Winter","Nighttime","Male","Black",28,"Adult","Not of Hispanic Origin","Yes"
"12/5/19","Winter","Nighttime","Male","Black",49,"Adult","Hispanic Origin","Yes"
"12/5/19","Winter","Nighttime","Male","Black",28,"Adult","Not of Hispanic Origin","No"
"12/5/19","Winter","Nighttime","Male","Black",23,"Adult","Not of Hispanic Origin","No"
"12/5/19","Winter","Nighttime","Male","Other",30,"Adult","Hispanic Origin","No"
"12/6/19","Winter","DayTime","Male","Black",48,"Adult","Not of Hispanic Origin","No"
"12/6/19","Winter","DayTime","Male","Black",42,"Adult","Not of Hispanic Origin","No"
"12/6/19","Winter","DayTime","Male","Black",31,"Adult","Not of Hispanic Origin","Yes"
"12/6/19","Winter","DayTime","Male","Black",20,"Adult","Not of Hispanic Origin","Yes"
"12/6/19","Winter","EarlyMorning","Male","White",31,"Adult","Hispanic Origin","No"
"12/6/19","Winter","EarlyMorning","Male","White",21,"Adult","NULL","Yes"
"12/6/19","Winter","DayTime","Male","White",46,"Adult","Not of Hispanic Origin","No"
"12/6/19","Winter","DayTime","Male","White",22,"Adult","Hispanic Origin","No"
"12/6/19","Winter","DayTime","Female","White",28,"Adult","NULL","No"
"12/6/19","Winter","DayTime","Male","White",27,"Adult","Not of Hispanic Origin","Yes"
"12/6/19","Winter","DayTime","Female","White",44,"Adult","Unknown","No"
"12/6/19","Winter","DayTime","Male","Black",39,"Adult","Not of Hispanic Origin","No"
"12/6/19","Winter","DayTime","Male","Black",52,"Adult","Hispanic Origin","Yes"
"12/6/19","Winter","DayTime","Male","White",27,"Adult","Not of Hispanic Origin","Yes"
"12/6/19","Winter","DayTime","Male","Black",33,"Adult","Not of Hispanic Origin","No"
"12/6/19","Winter","DayTime","Male","White",51,"Adult","NULL","No"
"12/6/19","Winter","DayTime","Male","Black",29,"Adult","Not of Hispanic Origin","Yes"
"12/6/19","Winter","DayTime","Male","Black",27,"Adult","Not of Hispanic Origin","No"
"12/6/19","Winter","DayTime","Male","Black",38,"Adult","Not of Hispanic Origin","No"
"12/6/19","Winter","Nighttime","Male","Black",46,"Adult","Not of Hispanic Origin","No"
"12/6/19","Winter","Nighttime","Male","White",24,"Adult","Not of Hispanic Origin","No"
"12/6/19","Winter","Nighttime","Male","Black",25,"Adult","Not of Hispanic Origin","Yes"
"12/6/19","Winter","Nighttime","Male","Black",32,"Adult","Not of Hispanic Origin","No"
"12/6/19","Winter","Nighttime","Male","White",42,"Adult","Not of Hispanic Origin","No"
"12/6/19","Winter","Nighttime","Male","White",32,"Adult","Not of Hispanic Origin","Yes"
"12/6/19","Winter","Nighttime","Male","White",39,"Adult","Not of Hispanic Origin","No"
"12/6/19","Winter","Nighttime","Male","White",41,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","EarlyMorning","Male","White",32,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","EarlyMorning","Male","Black",28,"Adult","Hispanic Origin","No"
"12/7/19","Winter","EarlyMorning","Male","Black",27,"Adult","Not of Hispanic Origin","Yes"
"12/7/19","Winter","EarlyMorning","Male","Black",34,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","EarlyMorning","Male","Black",36,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","EarlyMorning","Male","Black",28,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","EarlyMorning","Male","Black",27,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","EarlyMorning","Male","Black",26,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","EarlyMorning","Male","Black",30,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","EarlyMorning","Male","Black",20,"Adult","NULL","Yes"
"12/7/19","Winter","EarlyMorning","Male","Black",19,"Adult","NULL","Yes"
"12/7/19","Winter","EarlyMorning","Male","Black",20,"Adult","NULL","Yes"
"12/7/19","Winter","EarlyMorning","Male","Black",22,"Adult","Not of Hispanic Origin","Yes"
"12/7/19","Winter","EarlyMorning","Male","Black",28,"Adult","NULL","No"
"12/7/19","Winter","EarlyMorning","Male","Black",28,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","EarlyMorning","Male","Black",28,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","EarlyMorning","Male","Black",27,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","EarlyMorning","Male","Black",27,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","EarlyMorning","Male","Black",34,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","EarlyMorning","Male","Black",30,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","EarlyMorning","Male","Black",34,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","EarlyMorning","Female","Black",30,"Adult","NULL","Yes"
"12/7/19","Winter","EarlyMorning","Male","Black",36,"Adult","Not of Hispanic Origin","Yes"
"12/7/19","Winter","EarlyMorning","Male","Black",29,"Adult","Not of Hispanic Origin","Yes"
"12/7/19","Winter","EarlyMorning","Male","Black",30,"Adult","NULL","No"
"12/7/19","Winter","DayTime","Male","Black",31,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","DayTime","Male","White",37,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","DayTime","Male","Black",27,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","DayTime","Male","White",49,"Adult","Not of Hispanic Origin","Yes"
"12/7/19","Winter","DayTime","Male","Black",29,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","DayTime","Male","Black",44,"Adult","Hispanic Origin","No"
"12/7/19","Winter","DayTime","Male","White",48,"Adult","Not of Hispanic Origin","No"
"12/7/19","Winter","DayTime","Female","Black",57,"Senior","Hispanic Origin","Yes"
"12/7/19","Winter","DayTime","Male","Black",22,"Adult","Not of Hispanic Origin","Yes"
"12/7/19","Winter","DayTime","Male","White",31,"Adult","Not of Hispanic Origin","No"
"12/8/19","Winter","DayTime","Male","White",31,"Adult","NULL","Yes"
"12/8/19","Winter","EarlyMorning","Male","White",27,"Adult","Hispanic Origin","No"
"12/8/19","Winter","EarlyMorning","NULL","NULL",NA,"Unknown","NULL","No"
"12/8/19","Winter","EarlyMorning","Male","Unknown",38,"Adult","Unknown","No"
"12/9/19","Winter","Nighttime","Male","Black",22,"Adult","Not of Hispanic Origin","No"
"12/9/19","Winter","Nighttime","Male","Black",23,"Adult","NULL","No"
"12/9/19","Winter","Nighttime","Male","Black",40,"Adult","Unknown","No"
"12/9/19","Winter","Nighttime","Male","White",30,"Adult","Unknown","Unknown"
"12/9/19","Winter","Nighttime","Male","Black",24,"Adult","Not of Hispanic Origin","No"
"12/9/19","Winter","Nighttime","Male","White",20,"Adult","NULL","No"
"12/10/19","Winter","EarlyMorning","Male","Black",51,"Adult","NULL","No"
"12/10/19","Winter","EarlyMorning","Male","Black",52,"Adult","NULL","No"
"12/10/19","Winter","EarlyMorning","Female","White",26,"Adult","Unknown","No"
"12/10/19","Winter","EarlyMorning","Male","Black",23,"Adult","Not of Hispanic Origin","No"
"12/10/19","Winter","EarlyMorning","Male","Black",29,"Adult","Not of Hispanic Origin","No"
"12/10/19","Winter","EarlyMorning","Male","Black",30,"Adult","Not of Hispanic Origin","No"
"12/10/19","Winter","DayTime","Male","White",29,"Adult","Hispanic Origin","No"
"12/10/19","Winter","DayTime","Male","Black",26,"Adult","Unknown","No"
"12/10/19","Winter","DayTime","Male","Unknown",25,"Adult","Unknown","No"
"12/10/19","Winter","DayTime","Male","Black",25,"Adult","Unknown","No"
"12/10/19","Winter","DayTime","Male","Black",13,"Minor","Not of Hispanic Origin","No"
"12/10/19","Winter","DayTime","Male","Black",13,"Minor","Not of Hispanic Origin","No"
"12/10/19","Winter","DayTime","Female","White",24,"Adult","NULL","Unknown"
"12/10/19","Winter","DayTime","Male","White",54,"Adult","Not of Hispanic Origin","No"
"12/10/19","Winter","DayTime","Male","Black",48,"Adult","Not of Hispanic Origin","No"
"12/10/19","Winter","DayTime","Female","Black",53,"Adult","Not of Hispanic Origin","No"
"12/10/19","Winter","DayTime","Male","Black",40,"Adult","Not of Hispanic Origin","No"
"12/10/19","Winter","DayTime","Male","Black",68,"Senior","Not of Hispanic Origin","No"
"12/10/19","Winter","DayTime","Male","Black",47,"Adult","NULL","No"
"12/10/19","Winter","DayTime","Male","Black",15,"Minor","Not of Hispanic Origin","No"
"12/10/19","Winter","DayTime","Male","Black",25,"Adult","Not of Hispanic Origin","No"
"12/10/19","Winter","DayTime","Male","Black",17,"Minor","Not of Hispanic Origin","No"
"12/10/19","Winter","DayTime","Male","Black",40,"Adult","Not of Hispanic Origin","Yes"
"12/10/19","Winter","Nighttime","Male","Black",30,"Adult","Not of Hispanic Origin","No"
"12/10/19","Winter","Nighttime","Male","Black",29,"Adult","Hispanic Origin","No"
"12/10/19","Winter","Nighttime","Male","Black",24,"Adult","Not of Hispanic Origin","Yes"
"12/10/19","Winter","Nighttime","Male","Black",30,"Adult","Unknown","Yes"
"12/10/19","Winter","Nighttime","Male","Black",26,"Adult","Unknown","Yes"
"12/10/19","Winter","Nighttime","Male","White",NA,"Unknown","Unknown","Unknown"
"12/10/19","Winter","Nighttime","Female","Asian",24,"Adult","NULL","No"
"12/10/19","Winter","Nighttime","Male","Black",28,"Adult","NULL","No"
"12/10/19","Winter","Nighttime","Male","Black",30,"Adult","Not of Hispanic Origin","No"
"12/10/19","Winter","Nighttime","Male","Black",29,"Adult","Hispanic Origin","No"
"12/10/19","Winter","Nighttime","Male","Black",31,"Adult","Not of Hispanic Origin","No"
"12/10/19","Winter","Nighttime","Male","Black",28,"Adult","Not of Hispanic Origin","No"
"12/10/19","Winter","Nighttime","Male","Black",29,"Adult","Not of Hispanic Origin","No"
"12/10/19","Winter","Nighttime","Male","Black",28,"Adult","Not of Hispanic Origin","No"
"12/10/19","Winter","Nighttime","Male","NULL",28,"Adult","NULL","Yes"
"12/10/19","Winter","Nighttime","Male","Other",52,"Adult","Hispanic Origin","No"
"12/10/19","Winter","Nighttime","Male","Black",25,"Adult","Unknown","Unknown"
"12/11/19","Winter","EarlyMorning","Female","Black",54,"Adult","NULL","Yes"
"12/11/19","Winter","EarlyMorning","Male","Black",25,"Adult","Not of Hispanic Origin","Yes"
"12/11/19","Winter","EarlyMorning","Male","Black",19,"Adult","Unknown","No"
"12/11/19","Winter","EarlyMorning","Male","Black",28,"Adult","Not of Hispanic Origin","No"
"12/11/19","Winter","EarlyMorning","Male","Black",50,"Adult","Not of Hispanic Origin","Yes"
"12/11/19","Winter","DayTime","Male","Black",25,"Adult","Not of Hispanic Origin","Yes"
"12/11/19","Winter","DayTime","Male","Black",33,"Adult","Not of Hispanic Origin","Yes"
"12/11/19","Winter","DayTime","Female","White",NA,"Unknown","Not of Hispanic Origin","Unknown"
"12/11/19","Winter","DayTime","Male","White",28,"Adult","Hispanic Origin","No"
"12/11/19","Winter","DayTime","Male","Black",34,"Adult","NULL","Yes"
"12/11/19","Winter","Nighttime","Male","Black",26,"Adult","Not of Hispanic Origin","Yes"
"12/11/19","Winter","Nighttime","Male","White",71,"Senior","Unknown","No"
"12/11/19","Winter","Nighttime","Male","Black",16,"Minor","Not of Hispanic Origin","No"
"12/11/19","Winter","Nighttime","Male","Black",16,"Minor","Not of Hispanic Origin","No"
"12/11/19","Winter","Nighttime","Male","Black",13,"Minor","Unknown","No"
"12/11/19","Winter","Nighttime","Male","Other",15,"Minor","Hispanic Origin","No"
"12/11/19","Winter","Nighttime","Male","Black",19,"Adult","Hispanic Origin","No"
"12/11/19","Winter","Nighttime","Male","Black",18,"Minor","Not of Hispanic Origin","No"
"12/11/19","Winter","Nighttime","Female","White",38,"Adult","Not of Hispanic Origin","No"
"12/11/19","Winter","Nighttime","Female","White",32,"Adult","Hispanic Origin","No"
"12/11/19","Winter","Nighttime","Male","Black",20,"Adult","Not of Hispanic Origin","Yes"
"12/11/19","Winter","Nighttime","Male","White",21,"Adult","Not of Hispanic Origin","Yes"
"12/11/19","Winter","Nighttime","Male","Black",21,"Adult","Not of Hispanic Origin","Yes"
"12/11/19","Winter","Nighttime","Male","Black",20,"Adult","Not of Hispanic Origin","Yes"
"12/11/19","Winter","Nighttime","Male","Black",31,"Adult","NULL","No"
"12/11/19","Winter","Nighttime","Male","Black",25,"Adult","NULL","Yes"
"12/11/19","Winter","Nighttime","Male","Black",21,"Adult","Not of Hispanic Origin","Yes"
"12/11/19","Winter","Nighttime","Male","White",25,"Adult","Hispanic Origin","Yes"
"12/11/19","Winter","Nighttime","Male","White",28,"Adult","Not of Hispanic Origin","No"
"12/11/19","Winter","Nighttime","Male","Black",28,"Adult","Not of Hispanic Origin","Yes"
"12/11/19","Winter","Nighttime","Male","Black",27,"Adult","Not of Hispanic Origin","Yes"
"12/11/19","Winter","Nighttime","Male","White",36,"Adult","Hispanic Origin","No"
"12/11/19","Winter","Nighttime","Male","Black",28,"Adult","Not of Hispanic Origin","Unknown"
"12/11/19","Winter","Nighttime","Male","Black",28,"Adult","NULL","No"
"12/11/19","Winter","Nighttime","Male","Black",32,"Adult","NULL","Yes"
"12/12/19","Winter","EarlyMorning","Male","Black",27,"Adult","Not of Hispanic Origin","Yes"
"12/12/19","Winter","EarlyMorning","Male","Black",26,"Adult","Not of Hispanic Origin","No"
"12/12/19","Winter","EarlyMorning","Male","Black",31,"Adult","Not of Hispanic Origin","No"
"12/12/19","Winter","EarlyMorning","Male","Black",28,"Adult","Not of Hispanic Origin","No"
"12/12/19","Winter","EarlyMorning","Male","Black",33,"Adult","Not of Hispanic Origin","No"
"12/12/19","Winter","EarlyMorning","Male","Black",27,"Adult","Not of Hispanic Origin","No"
"12/12/19","Winter","EarlyMorning","NULL","NULL",NA,"Unknown","NULL","Unknown"
"12/12/19","Winter","EarlyMorning","Male","White",70,"Senior","Not of Hispanic Origin","Yes"
"12/12/19","Winter","DayTime","Male","NULL",53,"Adult","NULL","Yes"
"12/12/19","Winter","DayTime","Female","Black",58,"Senior","Not of Hispanic Origin","Unknown"
"12/12/19","Winter","DayTime","Female","White",46,"Adult","Not of Hispanic Origin","No"
"12/12/19","Winter","DayTime","Male","Black",25,"Adult","NULL","Yes"
"12/12/19","Winter","DayTime","Male","Black",21,"Adult","NULL","Yes"
"12/12/19","Winter","DayTime","Male","Black",18,"Minor","NULL","Yes"
"12/12/19","Winter","Nighttime","Male","White",15,"Minor","Hispanic Origin","No"
"12/12/19","Winter","Nighttime","Male","Black",36,"Adult","Not of Hispanic Origin","No"
"12/12/19","Winter","Nighttime","Male","Black",39,"Adult","Not of Hispanic Origin","No"
"12/12/19","Winter","Nighttime","Male","Black",30,"Adult","Not of Hispanic Origin","No"
"12/12/19","Winter","Nighttime","Male","Black",19,"Adult","Not of Hispanic Origin","No"
"12/12/19","Winter","Nighttime","Male","Black",18,"Minor","Not of Hispanic Origin","No"
"12/12/19","Winter","Nighttime","Male","White",33,"Adult","Hispanic Origin","No"
"12/12/19","Winter","Nighttime","Male","Black",34,"Adult","Not of Hispanic Origin","No"
"12/12/19","Winter","Nighttime","Male","Black",25,"Adult","Not of Hispanic Origin","No"
"12/12/19","Winter","Nighttime","Male","Black",27,"Adult","Not of Hispanic Origin","No"
"12/12/19","Winter","Nighttime","Male","Black",30,"Adult","Not of Hispanic Origin","Yes"
"12/12/19","Winter","Nighttime","Male","Black",40,"Adult","Not of Hispanic Origin","Yes"
"12/13/19","Winter","DayTime","Male","Black",32,"Adult","Not of Hispanic Origin","No"
"12/13/19","Winter","EarlyMorning","Male","Black",31,"Adult","Not of Hispanic Origin","Yes"
"12/13/19","Winter","EarlyMorning","Male","Black",28,"Adult","Not of Hispanic Origin","Yes"
"12/13/19","Winter","EarlyMorning","Male","Black",31,"Adult","Not of Hispanic Origin","Yes"
"12/13/19","Winter","EarlyMorning","Male","Black",29,"Adult","Hispanic Origin","Yes"
"12/13/19","Winter","EarlyMorning","Male","Black",27,"Adult","Not of Hispanic Origin","Yes"
"12/13/19","Winter","EarlyMorning","Male","Black",24,"Adult","Hispanic Origin","Yes"
"12/13/19","Winter","EarlyMorning","Male","Black",33,"Adult","Hispanic Origin","No"
"12/13/19","Winter","DayTime","Male","Black",35,"Adult","Not of Hispanic Origin","No"
"12/13/19","Winter","DayTime","Male","White",50,"Adult","Hispanic Origin","No"
"12/13/19","Winter","DayTime","Male","White",21,"Adult","Hispanic Origin","Yes"
"12/13/19","Winter","DayTime","Male","White",23,"Adult","Hispanic Origin","Yes"
"12/13/19","Winter","DayTime","Male","Black",26,"Adult","NULL","Yes"
"12/13/19","Winter","DayTime","Male","Black",28,"Adult","NULL","Yes"
"12/13/19","Winter","DayTime","Male","Black",23,"Adult","Unknown","Yes"
"12/13/19","Winter","DayTime","Male","Black",22,"Adult","Not of Hispanic Origin","Yes"
"12/13/19","Winter","DayTime","Male","NULL",51,"Adult","NULL","No"
"12/13/19","Winter","DayTime","Male","NULL",30,"Adult","NULL","No"
"12/13/19","Winter","DayTime","Male","NULL",50,"Adult","NULL","No"
"12/13/19","Winter","DayTime","Male","Black",26,"Adult","Not of Hispanic Origin","No"
"12/13/19","Winter","DayTime","Male","Black",44,"Adult","Not of Hispanic Origin","No"
"12/13/19","Winter","DayTime","Male","White",19,"Adult","NULL","Yes"
"12/13/19","Winter","DayTime","Male","White",43,"Adult","Not of Hispanic Origin","No"
"12/13/19","Winter","DayTime","Male","White",46,"Adult","Not of Hispanic Origin","No"
"12/13/19","Winter","DayTime","Male","White",22,"Adult","Hispanic Origin","Yes"
"12/13/19","Winter","DayTime","Male","Black",20,"Adult","Hispanic Origin","No"
"12/13/19","Winter","DayTime","Male","Black",63,"Senior","Unknown","Yes"
"12/13/19","Winter","DayTime","Male","Asian",29,"Adult","Not of Hispanic Origin","Unknown"
"12/13/19","Winter","DayTime","Male","Black",16,"Minor","Not of Hispanic Origin","Yes"
"12/13/19","Winter","DayTime","Male","White",15,"Minor","Hispanic Origin","Yes"
"12/13/19","Winter","DayTime","Male","White",15,"Minor","Hispanic Origin","Yes"
"12/13/19","Winter","DayTime","Male","Black",23,"Adult","Not of Hispanic Origin","No"
"12/13/19","Winter","DayTime","Male","Black",24,"Adult","Hispanic Origin","No"
"12/13/19","Winter","DayTime","Male","Black",21,"Adult","Not of Hispanic Origin","No"
"12/13/19","Winter","DayTime","Male","White",21,"Adult","Hispanic Origin","No"
"12/13/19","Winter","DayTime","Male","White",25,"Adult","Not of Hispanic Origin","No"
"12/13/19","Winter","DayTime","Male","White",21,"Adult","Hispanic Origin","No"
"12/13/19","Winter","DayTime","Male","Black",26,"Adult","NULL","No"
"12/13/19","Winter","DayTime","Male","Black",28,"Adult","NULL","No"
"12/13/19","Winter","DayTime","Male","White",23,"Adult","NULL","No"
"12/13/19","Winter","DayTime","Male","Black",26,"Adult","Not of Hispanic Origin","Yes"
"12/13/19","Winter","Nighttime","Male","Black",40,"Adult","Not of Hispanic Origin","Yes"
"12/13/19","Winter","Nighttime","Male","Black",23,"Adult","Not of Hispanic Origin","No"
"12/13/19","Winter","Nighttime","Male","Black",31,"Adult","Not of Hispanic Origin","No"
"12/13/19","Winter","Nighttime","Male","Black",25,"Adult","Not of Hispanic Origin","Yes"
"12/13/19","Winter","Nighttime","Male","Black",21,"Adult","Not of Hispanic Origin","Yes"
"12/13/19","Winter","Nighttime","Male","Black",24,"Adult","Not of Hispanic Origin","Yes"
"12/13/19","Winter","Nighttime","Male","Black",23,"Adult","Not of Hispanic Origin","Yes"
"12/14/19","Winter","EarlyMorning","Male","Black",36,"Adult","Not of Hispanic Origin","No"
"12/14/19","Winter","EarlyMorning","Male","Black",28,"Adult","Hispanic Origin","No"
"12/14/19","Winter","EarlyMorning","Male","Black",18,"Minor","NULL","Yes"
"12/14/19","Winter","EarlyMorning","Male","Black",19,"Adult","Hispanic Origin","Yes"
"12/14/19","Winter","EarlyMorning","Male","Black",34,"Adult","NULL","Yes"
"12/14/19","Winter","DayTime","Male","White",NA,"Unknown","Not of Hispanic Origin","Unknown"
"12/14/19","Winter","DayTime","Male","White",NA,"Unknown","Not of Hispanic Origin","Unknown"
"12/14/19","Winter","DayTime","Male","White",39,"Adult","NULL","Yes"
"12/14/19","Winter","DayTime","Male","Black",29,"Adult","Not of Hispanic Origin","Yes"
"12/14/19","Winter","DayTime","Male","Black",29,"Adult","Hispanic Origin","Yes"
"12/14/19","Winter","DayTime","Male","Black",24,"Adult","Hispanic Origin","Yes"
"12/14/19","Winter","DayTime","Male","Black",20,"Adult","Not of Hispanic Origin","No"
"12/14/19","Winter","DayTime","Male","Black",23,"Adult","Not of Hispanic Origin","No"
"12/14/19","Winter","DayTime","Male","Black",23,"Adult","Not of Hispanic Origin","No"
"12/14/19","Winter","DayTime","Male","Black",25,"Adult","Not of Hispanic Origin","No"
"12/14/19","Winter","DayTime","Male","Black",25,"Adult","Not of Hispanic Origin","No"
"12/14/19","Winter","DayTime","Male","Black",28,"Adult","Not of Hispanic Origin","No"
"12/14/19","Winter","DayTime","Male","Black",17,"Minor","Not of Hispanic Origin","No"
"12/14/19","Winter","DayTime","Male","Black",19,"Adult","Not of Hispanic Origin","No"
"12/14/19","Winter","DayTime","Male","White",37,"Adult","Not of Hispanic Origin","Yes"
"12/14/19","Winter","Nighttime","Male","White",20,"Adult","Hispanic Origin","Yes"
"12/14/19","Winter","Nighttime","Male","Black",27,"Adult","NULL","No"
"12/14/19","Winter","Nighttime","Male","Black",27,"Adult","Not of Hispanic Origin","No"
"12/14/19","Winter","Nighttime","Male","Black",26,"Adult","Not of Hispanic Origin","Yes"
"12/14/19","Winter","Nighttime","Male","Black",19,"Adult","Not of Hispanic Origin","No"
"12/15/19","Winter","EarlyMorning","Male","Black",35,"Adult","Not of Hispanic Origin","No"
"12/15/19","Winter","EarlyMorning","Female","White",22,"Adult","Not of Hispanic Origin","Yes"
"12/15/19","Winter","EarlyMorning","Male","White",23,"Adult","Hispanic Origin","Yes"
"12/15/19","Winter","EarlyMorning","Male","Black",25,"Adult","Not of Hispanic Origin","Yes"
"12/15/19","Winter","EarlyMorning","Male","Black",33,"Adult","Not of Hispanic Origin","Yes"
"12/15/19","Winter","Nighttime","Male","Black",20,"Adult","Not of Hispanic Origin","No"
"12/15/19","Winter","Nighttime","Male","Black",23,"Adult","Not of Hispanic Origin","No"
"12/15/19","Winter","Nighttime","Male","Unknown",22,"Adult","Hispanic Origin","Yes"
"12/15/19","Winter","Nighttime","Male","NULL",25,"Adult","NULL","Yes"
"12/16/19","Winter","DayTime","Female","White",NA,"Unknown","Unknown","No"
"12/16/19","Winter","DayTime","Female","White",NA,"Unknown","Unknown","No"
"12/16/19","Winter","DayTime","Male","Black",44,"Adult","Unknown","No"
"12/16/19","Winter","DayTime","Female","Black",40,"Adult","Not of Hispanic Origin","No"
"12/16/19","Winter","EarlyMorning","Male","Black",40,"Adult","Unknown","No"
"12/16/19","Winter","EarlyMorning","Male","White",44,"Adult","Not of Hispanic Origin","Yes"
"12/16/19","Winter","EarlyMorning","Male","Black",33,"Adult","Not of Hispanic Origin","Yes"
"12/16/19","Winter","EarlyMorning","Male","Black",30,"Adult","Not of Hispanic Origin","Yes"
"12/16/19","Winter","EarlyMorning","Male","Black",30,"Adult","Not of Hispanic Origin","No"
"12/16/19","Winter","EarlyMorning","Male","Black",25,"Adult","Not of Hispanic Origin","Yes"
"12/16/19","Winter","EarlyMorning","Female","White",23,"Adult","Not of Hispanic Origin","Unknown"
"12/16/19","Winter","EarlyMorning","Male","White",23,"Adult","Not of Hispanic Origin","No"
"12/16/19","Winter","EarlyMorning","Male","White",44,"Adult","Not of Hispanic Origin","Unknown"
"12/16/19","Winter","DayTime","Male","Black",41,"Adult","NULL","Yes"
"12/16/19","Winter","DayTime","Male","Black",29,"Adult","Hispanic Origin","Yes"
"12/16/19","Winter","DayTime","Female","White",31,"Adult","Not of Hispanic Origin","No"
"12/16/19","Winter","DayTime","Female","White",63,"Senior","Not of Hispanic Origin","No"
"12/16/19","Winter","DayTime","Male","White",37,"Adult","Unknown","Yes"
"12/16/19","Winter","Nighttime","Male","Black",45,"Adult","Not of Hispanic Origin","No"
"12/16/19","Winter","Nighttime","Male","Black",39,"Adult","Not of Hispanic Origin","No"
"12/16/19","Winter","Nighttime","Female","White",30,"Adult","Not of Hispanic Origin","No"
"12/16/19","Winter","Nighttime","Male","White",43,"Adult","Hispanic Origin","No"
"12/16/19","Winter","Nighttime","Male","Black",47,"Adult","Not of Hispanic Origin","No"
"12/16/19","Winter","Nighttime","Female","White",24,"Adult","Not of Hispanic Origin","No"
"12/17/19","Winter","EarlyMorning","Male","Black",21,"Adult","Not of Hispanic Origin","Yes"
"12/17/19","Winter","EarlyMorning","Male","Black",20,"Adult","Not of Hispanic Origin","Yes"
"12/17/19","Winter","EarlyMorning","Male","Black",25,"Adult","Not of Hispanic Origin","Yes"
"12/17/19","Winter","EarlyMorning","Male","Black",23,"Adult","Not of Hispanic Origin","Yes"
"12/17/19","Winter","EarlyMorning","Male","Black",29,"Adult","NULL","Yes"
"12/17/19","Winter","EarlyMorning","Male","Black",20,"Adult","NULL","Yes"
"12/17/19","Winter","EarlyMorning","Male","Black",41,"Adult","Not of Hispanic Origin","No"
"12/17/19","Winter","EarlyMorning","Male","Unknown",20,"Adult","Hispanic Origin","Yes"
"12/17/19","Winter","EarlyMorning","Male","Unknown",19,"Adult","Hispanic Origin","No"
"12/17/19","Winter","EarlyMorning","Male","Black",30,"Adult","Unknown","Yes"
"12/17/19","Winter","EarlyMorning","Male","Black",22,"Adult","Unknown","Yes"
"12/17/19","Winter","EarlyMorning","Female","Black",27,"Adult","Not of Hispanic Origin","Yes"
"12/17/19","Winter","EarlyMorning","Male","Black",35,"Adult","NULL","Yes"
"12/17/19","Winter","EarlyMorning","Female","White",29,"Adult","Hispanic Origin","Yes"
"12/17/19","Winter","EarlyMorning","Female","Black",29,"Adult","Not of Hispanic Origin","Yes"
"12/17/19","Winter","EarlyMorning","Male","Black",37,"Adult","Not of Hispanic Origin","Yes"
"12/17/19","Winter","EarlyMorning","Male","Black",51,"Adult","NULL","Yes"
"12/17/19","Winter","EarlyMorning","Male","White",38,"Adult","Not of Hispanic Origin","No"
"12/17/19","Winter","EarlyMorning","Female","White",52,"Adult","Not of Hispanic Origin","No"
"12/17/19","Winter","DayTime","Female","White",24,"Adult","NULL","Yes"
"12/17/19","Winter","DayTime","Female","White",33,"Adult","Not of Hispanic Origin","Yes"
"12/17/19","Winter","DayTime","Male","White",41,"Adult","Not of Hispanic Origin","No"
"12/17/19","Winter","DayTime","Female","White",24,"Adult","NULL","No"
"12/17/19","Winter","Nighttime","Male","Black",23,"Adult","Not of Hispanic Origin","No"
"12/17/19","Winter","Nighttime","Male","Black",22,"Adult","Not of Hispanic Origin","No"
"12/18/19","Winter","DayTime","Male","Black",39,"Adult","Not of Hispanic Origin","No"
"12/18/19","Winter","DayTime","Female","Black",30,"Adult","Not of Hispanic Origin","No"
"12/18/19","Winter","DayTime","Male","White",32,"Adult","Hispanic Origin","No"
"12/18/19","Winter","DayTime","Male","Black",14,"Minor","Unknown","No"
"12/18/19","Winter","DayTime","Male","White",33,"Adult","Hispanic Origin","No"
"12/18/19","Winter","DayTime","Male","Black",27,"Adult","Not of Hispanic Origin","Yes"
"12/18/19","Winter","DayTime","Male","Black",53,"Adult","Not of Hispanic Origin","Yes"
"12/18/19","Winter","DayTime","Female","White",50,"Adult","NULL","No"
"12/18/19","Winter","DayTime","Male","NULL",30,"Adult","NULL","No"
